	Ticker	Report Date	Fiscal Year	Revenue	Cost of Revenue	Operating Income (Loss)	Operating Expenses	Depreciation & Amortization	EBITDA	account_number	organization	authority_types	sectors	primary_industry	primary_questionnaire_sector
4977	TRN	2017-12-31	2017	3662800000.0	-2745500000.0	462500000.0	-454800000.0	295400000.0	757900000.0						
4978	TRN	2018-12-31	2018	2509100000.0	-1938800000.0	273700000.0	-296600000.0	251900000.0	525600000.0						
4979	TRN	2019-12-31	2019	3005100000.0	-2365700000.0	376600000.0	-262800000.0	283600000.0	660200000.0						
4980	TRNS	2018-03-31	2017	155141000.0	-117700000.0	9026000.0	-28415000.0	5991000.0	15017000.0						
4981	TRNS	2019-03-31	2018	160898000.0	-121555000.0	10229000.0	-29114000.0	6361000.0	16590000.0						
4982	TRNS	2020-03-31	2019	173099000.0	-130621000.0	10850000.0	-31628000.0	6659000.0	17509000.0						
4983	TROV	2017-12-31	2017	505404.0	-1811424.0	-23421546.0	-22115526.0	1247576.0	-22173970.0						
4984	TROV	2018-12-31	2018	378325.0	-597457.0	-16388726.0	-16169594.0	859487.0	-15529239.0						
4985	TROV	2019-12-31	2019	244632.0	0.0	-16678494.0	-16923126.0	494232.0	-16184262.0						
4986	TROW	2017-12-31	2017	4793000000.0	0.0	2058800000.0	-2734200000.0	143600000.0	2202400000.0	18169.0	T. Rowe Price Associates, Inc.	 Investor	 Financial services	Services	General
4987	TROW	2018-12-31	2018	5372600000.0	0.0	2730100000.0	-2642500000.0	159500000.0	2889600000.0	18169.0	T. Rowe Price Associates, Inc.	 Investor	 Financial services	Services	General
4988	TROW	2019-12-31	2019	5617900000.0	0.0	2814300000.0	-2803600000.0	190800000.0	3005100000.0	18169.0	T. Rowe Price Associates, Inc.	 Investor	 Financial services	Services	General
4989	TROX	2017-12-31	2017	1698000000.0	-1310000000.0	137000000.0	-251000000.0	182000000.0	319000000.0						
4990	TROX	2018-12-31	2018	1819000000.0	-1321000000.0	231000000.0	-267000000.0	195000000.0	426000000.0						
4991	TROX	2019-12-31	2019	2642000000.0	-2159000000.0	95000000.0	-388000000.0	280000000.0	375000000.0						
4992	TRT	2017-06-30	2017	38538000.0	-29076000.0	1536000.0	-7926000.0	1836000.0	3372000.0						
4993	TRT	2018-06-30	2018	42361000.0	-31723000.0	2111000.0	-8527000.0	2214000.0	4325000.0						
4994	TRT	2019-06-30	2019	39198000.0	-30197000.0	781000.0	-8220000.0	2450000.0	3231000.0						
4995	TRT	2020-06-30	2020	34465000.0	-27199000.0	-744000.0	-8010000.0	3100000.0	2356000.0						
4996	TRUE	2017-12-31	2017	323149000.0	-28227000.0	-33663000.0	-328585000.0	22391000.0	-11272000.0						
4997	TRUE	2018-12-31	2018	353571000.0	-31154000.0	-29163000.0	-351580000.0	22661000.0	-6502000.0						
4998	TRUE	2019-12-31	2019	353880000.0	-33427000.0	-56816000.0	-377269000.0	25620000.0	-31196000.0						
4999	TRUP	2017-12-31	2017	242667000.0	-209385000.0	-2642000.0	-35924000.0	4232000.0	1590000.0						
5000	TRUP	2018-12-31	2018	303956000.0	-261838000.0	-1045000.0	-43163000.0	4512000.0	3467000.0						
5001	TRUP	2019-12-31	2019	383936000.0	-329086000.0	-1568000.0	-56418000.0	5632000.0	4064000.0						
5002	TSCO	2017-12-31	2017	7256382000.0	-4764417000.0	686382000.0	-1805583000.0	165834000.0	852216000.0						
5003	TSCO	2018-12-31	2018	7911046000.0	-5208518000.0	701737000.0	-2000791000.0	177351000.0	879088000.0						
5004	TSCO	2019-12-31	2019	8351931000.0	-5480161000.0	743220000.0	-2128550000.0	195978000.0	939198000.0						
5005	TSE	2017-12-31	2017	4448100000.0	-3794100000.0	415000000.0	-239000000.0	110600000.0	525600000.0						
5006	TSE	2018-12-31	2018	4622800000.0	-4094000000.0	270300000.0	-258500000.0	130200000.0	400500000.0						
5007	TSE	2019-12-31	2019	3775800000.0	-3446900000.0	28900000.0	-300000000.0	136000000.0	164900000.0						
5008	TSLA	2017-12-31	2017	11758751000.0	-9536264000.0	-1632086000.0	-3854573000.0	1636003000.0	3917000.0						
5009	TSLA	2018-12-31	2018	21461268000.0	-17419247000.0	-252840000.0	-4294861000.0	1901050000.0	1648210000.0						
5010	TSLA	2019-12-31	2019	24578000000.0	-20509000000.0	80000000.0	-3989000000.0	2154000000.0	2234000000.0						
5011	TSN	2017-09-30	2017	38260000000.0	-33177000000.0	2931000000.0	-2152000000.0	761000000.0	3692000000.0	19581.0	Tyson Foods, Inc.	 Investor, Supply Chain	 Food & beverage processing	Food, beverage & agriculture	Food, beverage & tobacco
5012	TSN	2018-09-30	2018	40052000000.0	-34926000000.0	3055000000.0	-2071000000.0	943000000.0	3998000000.0	19581.0	Tyson Foods, Inc.	 Investor, Supply Chain	 Food & beverage processing	Food, beverage & agriculture	Food, beverage & tobacco
5013	TSN	2019-09-30	2019	42405000000.0	-37383000000.0	2827000000.0	-2195000000.0	1098000000.0	3925000000.0	19581.0	Tyson Foods, Inc.	 Investor, Supply Chain	 Food & beverage processing	Food, beverage & agriculture	Food, beverage & tobacco
5014	TSN	2020-09-30	2020	43185000000.0	-37801000000.0	3114000000.0	-2270000000.0	1192000000.0	4306000000.0	19581.0	Tyson Foods, Inc.	 Investor, Supply Chain	 Food & beverage processing	Food, beverage & agriculture	Food, beverage & tobacco
5015	TSQ	2017-12-31	2017	411392000.0	-295574000.0	70273000.0	-45545000.0	0.0	70273000.0						
5016	TSQ	2018-12-31	2018	430599000.0	-306861000.0	75932000.0	-47806000.0	0.0	75932000.0						
5017	TSQ	2019-12-31	2019	431408000.0	-300425000.0	73956000.0	-57027000.0	0.0	73956000.0						
5018	TSRI	2017-05-31	2017	62572585.0	-52326521.0	562463.0	-9683601.0	19976.0	582439.0						
5019	TSRI	2018-05-31	2018	64989995.0	-54609095.0	909377.0	-9471523.0	14339.0	923716.0						
5020	TSRI	2019-05-31	2019	63340028.0	-53514636.0	-1847554.0	-11672946.0	11586.0	-1835968.0						
5021	TSRI	2020-05-31	2020	59121401.0	-49943405.0	-1750652.0	-10928648.0	7787.0	-1742865.0						
5022	TSRO	2017-12-31	2017	223326000.0	-47295000.0	-469519000.0	-645550000.0	9530000.0	-459989000.0						
5023	TSS	2017-12-31	2017	4927965000.0	-3577320000.0	734044000.0	-616601000.0	405906000.0	1139950000.0						
5024	TSS	2018-12-31	2018	4028211000.0	-2492482000.0	822738000.0	-712991000.0	408573000.0	1231311000.0						
5025	TSSI	2017-12-31	2017	18316000.0	-10591000.0	785000.0	-6940000.0	481000.0	1266000.0						
5026	TSSI	2018-12-31	2018	22335000.0	-13852000.0	1726000.0	-6757000.0	385000.0	2111000.0						
5027	TSSI	2019-12-31	2019	32779000.0	-26188000.0	480000.0	-6111000.0	370000.0	850000.0						
5028	TST	2017-12-31	2017	62469390.0	-27115500.0	1168019.0	-34185871.0	5132259.0	6300278.0						
5029	TTC	2017-10-31	2017	2505176000.0	-1584339000.0	355110000.0	-565727000.0	0.0	355110000.0						
5030	TTC	2018-10-31	2018	2618650000.0	-1677639000.0	373085000.0	-567926000.0	0.0	373085000.0						
5031	TTC	2019-10-31	2019	3138084000.0	-2090121000.0	325029000.0	-722934000.0	0.0	325029000.0						
5032	TTD	2017-12-31	2017	308217000.0	-66230000.0	69356000.0	-172631000.0	7209000.0	76565000.0						
5033	TTD	2018-12-31	2018	477294000.0	-114098000.0	107323000.0	-255873000.0	11822000.0	119145000.0						
5034	TTD	2019-12-31	2019	661058000.0	-156180000.0	112196000.0	-392682000.0	21662000.0	133858000.0						
5035	TTGT	2017-12-31	2017	108556000.0	-28336000.0	10410000.0	-69810000.0	4636000.0	15046000.0						
5036	TTGT	2018-12-31	2018	121333000.0	-28959000.0	16621000.0	-75753000.0	4548000.0	21169000.0						
5037	TTGT	2019-12-31	2019	133957000.0	-31858000.0	22739000.0	-79360000.0	4999000.0	27738000.0						
5038	TTMI	2017-12-31	2017	2658592000.0	-2229011000.0	213950000.0	-215631000.0	174443000.0	388393000.0						
5039	TTMI	2018-12-31	2018	2847261000.0	-2390227000.0	164603000.0	-292431000.0	225734000.0	390337000.0						
5040	TTMI	2019-12-31	2019	2689308000.0	-2287625000.0	127102000.0	-274581000.0	219870000.0	346972000.0						
5041	TTOO	2017-12-31	2017	4666000.0	-12028000.0	-53852000.0	-46490000.0	2940000.0	-50912000.0						
5042	TTOO	2018-12-31	2018	10500000.0	-15404000.0	-45090000.0	-40186000.0	2449000.0	-42641000.0						
5043	TTOO	2019-12-31	2019	8335000.0	-16763000.0	-52058000.0	-43630000.0	2197000.0	-49861000.0						
5044	TTWO	2018-03-31	2017	1792892000.0	-898311000.0	135577000.0	-759004000.0	32202000.0	167779000.0						
5045	TTWO	2019-03-31	2018	2668394000.0	-1523644000.0	206672000.0	-938078000.0	39726000.0	246398000.0						
5046	TTWO	2020-03-31	2019	3088970000.0	-1542450000.0	425267000.0	-1121253000.0	47628000.0	472895000.0						
5047	TU	2017-12-31	2017	1933800000.0	0.0	464700000.0	-1469100000.0	238000000.0	702700000.0						
5048	TU	2018-12-31	2018	2317200000.0	0.0	512500000.0	-1804700000.0	306900000.0	819400000.0						
5049	TU	2019-12-31	2019	2656100000.0	0.0	607800000.0	-2048300000.0	362100000.0	969900000.0						
5050	TUES	2017-06-30	2017	966665000.0	-645920000.0	-32280000.0	-353025000.0	21349000.0	-10931000.0						
5051	TUES	2018-06-30	2018	1006332000.0	-665358000.0	-20950000.0	-361924000.0	25671000.0	4721000.0						
5052	TUES	2019-06-30	2019	1007246000.0	-654931000.0	-10525000.0	-362840000.0	26127000.0	15602000.0						
5053	TUES	2020-06-30	2020	874895000.0	-590025000.0	-45702000.0	-330572000.0	27019000.0	-18683000.0						
5054	TUP	2017-12-31	2017	2255800000.0	-744600000.0	348900000.0	-1162300000.0	60500000.0	409400000.0						
5055	TUP	2018-12-31	2018	2069700000.0	-692200000.0	317000000.0	-1060500000.0	58200000.0	375200000.0						
5056	TUP	2019-12-31	2019	1797900000.0	-610800000.0	187700000.0	-999400000.0	55200000.0	242900000.0						
5057	TUSK	2017-12-31	2017	691496000.0	-482569000.0	68398000.0	-140529000.0	92124000.0	160522000.0						
5058	TUSK	2018-12-31	2018	1690084000.0	-1093804000.0	405204000.0	-191076000.0	119877000.0	525081000.0						
5059	TUSK	2019-12-31	2019	625012000.0	-543788000.0	-85514000.0	-166738000.0	117033000.0	31519000.0						
5060	TVPT	2017-12-31	2017	2447279000.0	-1506010000.0	285889000.0	-655380000.0	207310000.0	493199000.0						
5061	TVPT	2018-12-31	2018	2551064000.0	-1630377000.0	216894000.0	-703793000.0	198645000.0	415539000.0						
5062	TVTY	2017-12-31	2017	556942000.0	-395605000.0	123619000.0	-37718000.0	3357000.0	126976000.0						
5063	TVTY	2018-12-31	2018	606299000.0	-432714000.0	133805000.0	-39780000.0	4667000.0	138472000.0						
5064	TVTY	2019-12-31	2019	1131157000.0	-678057000.0	134281000.0	-318819000.0	50775000.0	185056000.0						
5065	TWI	2017-12-31	2017	1468922000.0	-1310644000.0	-13184000.0	-171462000.0	58444000.0	45260000.0						
5066	TWI	2018-12-31	2018	1602408000.0	-1404142000.0	42244000.0	-156022000.0	57618000.0	99862000.0						
5067	TWI	2019-12-31	2019	1448666000.0	-1319662000.0	-18552000.0	-147556000.0	54376000.0	35824000.0						
5068	TWIN	2017-06-30	2017	168182000.0	-119950000.0	-4541000.0	-52773000.0	7017000.0	2476000.0						
5069	TWIN	2018-06-30	2018	240733000.0	-160497000.0	18327000.0	-61909000.0	6464000.0	24791000.0						
5070	TWIN	2019-06-30	2019	302663000.0	-213022000.0	19677000.0	-69964000.0	9335000.0	29012000.0						
5071	TWIN	2020-06-30	2020	246838000.0	-191130000.0	-7510000.0	-63218000.0	11925000.0	4415000.0						
5072	TWLO	2017-12-31	2017	399020000.0	-182895000.0	-66074000.0	-282199000.0	18764000.0	-47310000.0						
5073	TWLO	2018-12-31	2018	650067000.0	-300841000.0	-115235000.0	-464461000.0	26095000.0	-89140000.0						
5074	TWLO	2019-12-31	2019	1134468000.0	-525551000.0	-369785000.0	-978702000.0	110430000.0	-259355000.0						
5075	TWMC	2018-01-31	2017	442856000.0	-299013000.0	-24081000.0	-167924000.0	14162000.0	-9919000.0						
5076	TWMC	2019-01-31	2018	418190000.0	-290116000.0	-37148000.0	-165222000.0	9116000.0	-28032000.0						
5077	TWMC	2020-01-31	2019	325935000.0	-229836000.0	-33192000.0	-129291000.0	4473000.0	-28719000.0						
5078	TWOU	2017-12-31	2017	286752000.0	-103302000.0	-30138000.0	-213588000.0	19624000.0	-10514000.0						
5079	TWOU	2018-12-31	2018	411769000.0	-154305000.0	-46540000.0	-304004000.0	32785000.0	-13755000.0						
5080	TWOU	2019-12-31	2019	574671000.0	-277633000.0	-176377000.0	-473415000.0	69843000.0	-106534000.0						
5081	TWTR	2017-12-31	2017	2443299000.0	-861242000.0	38740000.0	-1543317000.0	395867000.0	434607000.0						
5082	TWTR	2018-12-31	2018	3042359000.0	-964997000.0	453325000.0	-1624037000.0	425498000.0	878823000.0						
5083	TWTR	2019-12-31	2019	3459329000.0	-1137041000.0	366373000.0	-1955915000.0	465549000.0	831922000.0						
5084	TWX	2017-12-31	2017	31271000000.0	-17647000000.0	8056000000.0	-5568000000.0	694000000.0	8750000000.0						
5085	TXMD	2017-12-31	2017	16777713.0	-2636943.0	-77628710.0	-91769480.0	213117.0	-77415593.0						
5086	TXMD	2018-12-31	2018	16099460.0	-2737652.0	-130220170.0	-143581978.0	293886.0	-129926284.0						
5087	TXMD	2019-12-31	2019	49646937.0	-6334585.0	-151205258.0	-194517610.0	612786.0	-150592472.0						
5088	TXN	2017-12-31	2017	14961000000.0	-5347000000.0	6412000000.0	-3202000000.0	857000000.0	7269000000.0	18640.0	Texas Instruments Incorporated	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
5089	TXN	2018-12-31	2018	15784000000.0	-5507000000.0	7034000000.0	-3243000000.0	908000000.0	7942000000.0	18640.0	Texas Instruments Incorporated	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
5090	TXN	2019-12-31	2019	14383000000.0	-5219000000.0	5975000000.0	-3189000000.0	996000000.0	6971000000.0	18640.0	Texas Instruments Incorporated	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
5091	TXRH	2017-12-31	2017	2219531000.0	-1453902000.0	186206000.0	-579423000.0	93499000.0	279705000.0						
5092	TXRH	2018-12-31	2018	2457449000.0	-1637475000.0	187789000.0	-632185000.0	101216000.0	289005000.0						
5093	TXRH	2019-12-31	2019	2756163000.0	-1841502000.0	212023000.0	-702638000.0	115544000.0	327567000.0						
5094	TXT	2017-12-31	2017	14198000000.0	-11795000000.0	1066000000.0	-1337000000.0	447000000.0	1513000000.0	18633.0	Textron Inc.	 Investor, Supply Chain	 Financial services, Powered machinery, Transportation equipment	Manufacturing	Transport OEMS
5095	TXT	2018-12-31	2018	13972000000.0	-11594000000.0	1179000000.0	-1199000000.0	437000000.0	1616000000.0	18633.0	Textron Inc.	 Investor, Supply Chain	 Financial services, Powered machinery, Transportation equipment	Manufacturing	Transport OEMS
5096	TXT	2019-12-31	2019	13630000000.0	-11406000000.0	1072000000.0	-1152000000.0	416000000.0	1488000000.0	18633.0	Textron Inc.	 Investor, Supply Chain	 Financial services, Powered machinery, Transportation equipment	Manufacturing	Transport OEMS - EPM
5097	TYL	2017-12-31	2017	840662000.0	-441522000.0	160930000.0	-238210000.0	53925000.0	214855000.0						
5098	TYL	2018-12-31	2018	935282000.0	-495704000.0	152492000.0	-287086000.0	61759000.0	214251000.0						
5099	TYL	2019-12-31	2019	1086427000.0	-569527000.0	156367000.0	-360533000.0	76672000.0	233039000.0						
5100	TYME	2018-03-31	2017	-116680752.21192077	116680752.21192077	-19359878.0	-19359878.0	4296.0	-19355582.0						
5101	TYME	2019-03-31	2018	-191515255.93607643	191515255.93607643	-31776552.0	-31776552.0	8420.0	-31768132.0						
5102	TYME	2020-03-31	2019	-155256122.07984483	155256122.07984483	-25760372.0	-25760372.0	5182.0	-25755190.0						
5103	TYPE	2017-12-31	2017	235789000.0	-42290000.0	13704000.0	-179795000.0	12397000.0	26101000.0						
5104	TYPE	2018-12-31	2018	246737000.0	-44986000.0	34058000.0	-167693000.0	12743000.0	46801000.0						
5105	TZOO	2017-12-31	2017	106524000.0	-12909000.0	13769000.0	-79846000.0	2075000.0	15844000.0						
5106	TZOO	2018-12-31	2018	111322000.0	-12268000.0	17231000.0	-81823000.0	1828000.0	19059000.0						
5107	TZOO	2019-12-31	2019	111412000.0	-11889000.0	16349000.0	-83174000.0	1318000.0	17667000.0						
5108	UA	2017-12-31	2017	4976553000.0	-2737830000.0	27843000.0	-2210880000.0	173747000.0	201590000.0						
5109	UA	2018-12-31	2018	5193185000.0	-2852714000.0	-25017000.0	-2365488000.0	181768000.0	156751000.0						
5110	UA	2019-12-31	2019	5267132000.0	-2796599000.0	236770000.0	-2233763000.0	186425000.0	423195000.0						
5111	UAL	2017-12-31	2017	37784000000.0	-20086000000.0	8564000000.0	-9134000000.0	2149000000.0	10713000000.0	19569.0	United Airlines Holdings	 Investor, Supply Chain	 Air transport	Transportation services	Transport services
5112	UAL	2018-12-31	2018	41303000000.0	-23366000000.0	8338000000.0	-9599000000.0	2240000000.0	10578000000.0	19569.0	United Airlines Holdings	 Investor, Supply Chain	 Air transport	Transportation services	Transport services
5113	UAL	2019-12-31	2019	43259000000.0	-23873000000.0	9172000000.0	-10214000000.0	2288000000.0	11460000000.0	19569.0	United Airlines Holdings	 Investor, Supply Chain	 Air transport	Transportation services	Transport services
5114	UBER	2018-12-31	2018	11270000000.0	-5623000000.0	-3033000000.0	-8680000000.0	426000000.0	-2607000000.0						
5115	UBER	2019-12-31	2019	14147000000.0	-7208000000.0	-8596000000.0	-15535000000.0	472000000.0	-8124000000.0						
5116	UBNT	2017-06-30	2017	865268000.0	-469560000.0	289761000.0	-105947000.0	7103000.0	296864000.0						
5117	UBNT	2018-06-30	2018	1016861000.0	-573289000.0	326127000.0	-117445000.0	7310000.0	333437000.0						
5118	UBNT	2019-06-30	2019	1161733000.0	-624129000.0	412297000.0	-125307000.0	7556000.0	419853000.0						
5119	UBX	2017-12-31	2017	-274876512.49048585	1382000.0	-45608000.0	227886512.49048585	1304000.0	-44304000.0						
5120	UBX	2018-12-31	2018	-478930496.0764879	478930496.0764879	-79465000.0	-79465000.0	2180000.0	-77285000.0						
5121	UBX	2019-12-31	2019	-540320869.6124485	540320869.6124485	-89651000.0	-89651000.0	2663000.0	-86988000.0						
5122	UDR	2017-12-31	2017	995791000.0	-312874000.0	188829000.0	-494088000.0	436462000.0	625291000.0						
5123	UDR	2018-12-31	2018	1046859000.0	-331455000.0	220642000.0	-494762000.0	435679000.0	656321000.0						
5124	UDR	2019-12-31	2019	1152193000.0	-362556000.0	216249000.0	-573388000.0	507923000.0	724172000.0						
5125	UFI	2017-06-30	2017	647270000.0	-553106000.0	43768000.0	-50396000.0	20368000.0	64136000.0						
5126	UFI	2018-06-30	2018	678912000.0	-592484000.0	28799000.0	-57629000.0	22585000.0	51384000.0						
5127	UFI	2019-06-30	2019	708804000.0	-642496000.0	10960000.0	-55348000.0	23003000.0	33963000.0						
5128	UFI	2020-06-30	2020	606509000.0	-567469000.0	-8821000.0	-47861000.0	23653000.0	14832000.0						
5129	UFS	2017-12-31	2017	5148000000.0	-4145000000.0	252000000.0	-751000000.0	321000000.0	573000000.0	4833.0	Domtar Corporation	 Investor, Supply Chain	 Chemicals, Wood & paper materials	Materials	Paper & forestry
5130	UFS	2018-12-31	2018	5455000000.0	-4303000000.0	401000000.0	-751000000.0	308000000.0	709000000.0	4833.0	Domtar Corporation	 Investor, Supply Chain	 Chemicals, Wood & paper materials	Materials	Paper & forestry
5131	UFS	2019-12-31	2019	5220000000.0	-4225000000.0	263000000.0	-732000000.0	293000000.0	556000000.0	4833.0	Domtar Corporation	 Investor, Supply Chain	 Chemicals, Wood & paper materials	Materials	Paper & forestry
5132	UG	2017-12-31	2017	12968205.0	-5301352.0	5235614.0	-2431239.0	200677.0	5436291.0						
5133	UG	2018-12-31	2018	13769401.0	-5667295.0	5579843.0	-2522263.0	191942.0	5771785.0						
5134	UG	2019-12-31	2019	13599084.0	-5657353.0	5395965.0	-2545766.0	175810.0	5571775.0						
5135	UHAL	2018-03-31	2017	3601114000.0	-160489000.0	568905000.0	-2871720000.0	555069000.0	1123974000.0						
5136	UHAL	2019-03-31	2018	3768707000.0	-162142000.0	620943000.0	-2985622000.0	581025000.0	1201968000.0						
5137	UHAL	2020-03-31	2019	3978868000.0	-164018000.0	539370000.0	-3275480000.0	664120000.0	1203490000.0						
5138	UHS	2017-12-31	2017	10409865000.0	0.0	1280178000.0	-9129687000.0	447883000.0	1728061000.0						
5139	UHS	2018-12-31	2018	10772278000.0	0.0	1175262000.0	-9597016000.0	453076000.0	1628338000.0						
5140	UHS	2019-12-31	2019	11378259000.0	0.0	1215908000.0	-10162351000.0	490392000.0	1706300000.0						
5141	UIS	2017-12-31	2017	2741800000.0	-2263500000.0	4600000.0	-473700000.0	156500000.0	161100000.0	19822.0	Unisys Corporation	 Investor, Supply Chain	 IT & software development, Media, telecommunications & data center services, Specialized professional services	Services	General
5142	UIS	2018-12-31	2018	2825000000.0	-2138700000.0	284100000.0	-402200000.0	164100000.0	448200000.0	19822.0	Unisys Corporation	 Supply Chain	 IT & software development, Media, telecommunications & data center services, Specialized professional services	Services	General
5143	UIS	2019-12-31	2019	2948700000.0	-2282300000.0	238200000.0	-428200000.0	147400000.0	385600000.0	19822.0	Unisys Corporation	 Investor, Supply Chain	 IT & software development, Media, telecommunications & data center services, Specialized professional services	Services	General
5144	ULBI	2017-12-31	2017	85531000.0	-59299000.0	6476000.0	-19756000.0	2427000.0	8903000.0						
5145	ULBI	2018-12-31	2018	87190000.0	-61607000.0	6555000.0	-19028000.0	2369000.0	8924000.0						
5146	ULBI	2019-12-31	2019	106795000.0	-75630000.0	7368000.0	-23797000.0	2745000.0	10113000.0						
5147	ULH	2017-12-31	2017	1216665000.0	0.0	25214000.0	-1191451000.0	46995000.0	72209000.0						
5148	ULH	2018-12-31	2018	1461708000.0	0.0	83794000.0	-1377914000.0	54425000.0	138219000.0						
5149	ULH	2019-12-31	2019	1511998000.0	0.0	65380000.0	-1446618000.0	74765000.0	140145000.0						
5150	ULTA	2018-01-31	2017	5884506000.0	-3787697000.0	785291000.0	-1311518000.0	252713000.0	1038004000.0						
5151	ULTA	2019-01-31	2018	6716615000.0	-4307304000.0	854080000.0	-1555231000.0	279472000.0	1133552000.0						
5152	ULTA	2020-01-31	2019	7398068000.0	-4717004000.0	901094000.0	-1779970000.0	295599000.0	1196693000.0						
5153	ULTI	2017-12-31	2017	940729000.0	-353700000.0	44546000.0	-542483000.0	34055000.0	78601000.0						
5154	ULTI	2018-12-31	2018	1140544000.0	-431734000.0	80596000.0	-628214000.0	49217000.0	129813000.0						
5155	UMRX	2017-12-31	2017	8360000.0	0.0	-26152000.0	-34512000.0	1171000.0	-24981000.0						
5156	UMRX	2018-12-31	2018	9734000.0	0.0	-36005000.0	-45739000.0	1321000.0	-34684000.0						
5157	UMRX	2019-12-31	2019	22499000.0	0.0	-32178000.0	-54677000.0	1293000.0	-30885000.0						
5158	UNFI	2017-07-31	2017	9274471000.0	-7845550000.0	232889000.0	-1196032000.0	86051000.0	318940000.0	31070.0	UNFI	 Investor	 Trading, wholesale, distribution, rental & leasing	Retail	Food, beverage & tobacco
5159	UNFI	2018-07-31	2018	10226683000.0	-8703916000.0	243238000.0	-1279529000.0	87631000.0	330869000.0	31070.0	UNFI	 Investor	 Trading, wholesale, distribution, rental & leasing	Retail	Food, beverage & tobacco
5160	UNFI	2019-07-31	2019	21387068000.0	-18602058000.0	155297000.0	-2629713000.0	246825000.0	402122000.0	31070.0	UNFI	 Investor	 Trading, wholesale, distribution, rental & leasing	Retail	Food, beverage & tobacco
5161	UNFI	2020-07-31	2020	26514267000.0	-22639475000.0	333305000.0	-3541487000.0	281535000.0	614840000.0	31070.0	UNFI	 Investor	 Trading, wholesale, distribution, rental & leasing	Retail	Food, beverage & tobacco
5162	UNH	2017-12-31	2017	201159000000.0	-154148000000.0	15209000000.0	-31802000000.0	2245000000.0	17454000000.0	19858.0	UnitedHealth Group Inc	 Investor, Supply Chain	 Other services	Services	General
5163	UNH	2018-12-31	2018	226247000000.0	-172401000000.0	17344000000.0	-36502000000.0	2428000000.0	19772000000.0	19858.0	UnitedHealth Group Inc	 Investor, Supply Chain	 Other services	Services	General
5164	UNH	2019-12-31	2019	242155000000.0	-184557000000.0	19685000000.0	-37913000000.0	2720000000.0	22405000000.0	19858.0	UnitedHealth Group Inc	 Investor, Supply Chain	 Other services	Services	General
5165	UNIT	2017-12-31	2017	916032000.0	0.0	307606000.0	-608426000.0	434205000.0	741811000.0						
5166	UNIT	2018-12-31	2018	1017634000.0	0.0	343621000.0	-674013000.0	451750000.0	795371000.0						
5167	UNIT	2019-12-31	2019	1057611000.0	0.0	388933000.0	-668678000.0	405754000.0	794687000.0						
5168	UNP	2017-12-31	2017	21240000000.0	-9238000000.0	8061000000.0	-3941000000.0	2105000000.0	10166000000.0	19845.0	Union Pacific Corporation	 Investor, Supply Chain	 Industrial support services, Rail transport	Transportation services	Transport services
5169	UNP	2018-12-31	2018	22832000000.0	-10030000000.0	8517000000.0	-4285000000.0	2191000000.0	10708000000.0	19845.0	Union Pacific Corporation	 Investor, Supply Chain	 Industrial support services, Rail transport	Transportation services	Transport services
5170	UNP	2019-12-31	2019	21708000000.0	-8894000000.0	8554000000.0	-4260000000.0	2216000000.0	10770000000.0	19845.0	Union Pacific Corporation	 Investor, Supply Chain	 Industrial support services, Rail transport	Transportation services	Transport services
5171	UPL	2017-12-31	2017	891873000.0	0.0	398285000.0	-493588000.0	0.0	398285000.0						
5172	UPL	2018-12-31	2018	892499000.0	0.0	354756000.0	-537743000.0	0.0	354756000.0						
5173	UPL	2019-12-31	2019	742032000.0	0.0	227073000.0	-514959000.0	0.0	227073000.0						
5174	UPLD	2017-12-31	2017	97952000.0	-33647000.0	3956000.0	-60349000.0	11914000.0	15870000.0						
5175	UPLD	2018-12-31	2018	149885000.0	-48589000.0	13134000.0	-88162000.0	21347000.0	34481000.0						
5176	UPLD	2019-12-31	2019	222637000.0	-69117000.0	15351000.0	-138169000.0	34621000.0	49972000.0						
5177	UPS	2017-12-31	2017	65872000000.0	-49867000000.0	7529000000.0	-8476000000.0	2282000000.0	9811000000.0	19898.0	UPS	 Investor, Supply Chain	 Air transport, Industrial support services, Intermodal transport & logistics, Road transport	Transportation services	General
5178	UPS	2018-12-31	2018	71861000000.0	-55803000000.0	7024000000.0	-9034000000.0	2207000000.0	9231000000.0	19898.0	UPS	 Investor, Supply Chain	 Air transport, Industrial support services, Intermodal transport & logistics, Road transport	Transportation services	General
5179	UPS	2019-12-31	2019	74094000000.0	-56625000000.0	7798000000.0	-9671000000.0	2360000000.0	10158000000.0	19898.0	UPS	 Investor, Supply Chain	 Air transport, Industrial support services, Intermodal transport & logistics, Road transport	Transportation services	Transport services
5180	UPWK	2017-12-31	2017	202552000.0	-65443000.0	1127000.0	-135982000.0	4186000.0	5313000.0						
5181	UPWK	2018-12-31	2018	253354000.0	-81458000.0	-5891000.0	-177787000.0	4949000.0	-942000.0						
5182	UPWK	2019-12-31	2019	300562000.0	-88144000.0	-14827000.0	-227245000.0	6661000.0	-8166000.0						
5183	URBN	2018-01-31	2017	3616014000.0	-2440507000.0	259892000.0	-915615000.0	128408000.0	388300000.0						
5184	URBN	2019-01-31	2018	3950623000.0	-2603911000.0	381313000.0	-965399000.0	117986000.0	499299000.0						
